I 21
U 4
K 25897
B 1e+06
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00 VTQACUDIBHSEFGPLRMNO
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 194095.99 VQACIBHSEFGPLRMNO
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 262180.40 VTQACUDIBHSEFGPLRMNO
3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 266063.02 VTQACUDIBHSEFGPLRMNO
4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 452650.11 VTQACUDIBHSEFGPLRMNO
5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 483060.36 TQACDIBHSEFGPLRMNO
6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 520887.59 TQACDIBHSEFGPLRMNO
7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 555027.39 TQACIBHSEFGPLRMNO
8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 449078.97 UVTQACIBHSEFGPLRMNO
9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 460906.15 UTQACIBHSEFGPLRMNO
10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 485419.63 UTQACIBHSEFGPLRMNO
11 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 532873.18 UTQACIBHSEFGPLRMNO
12 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 509493.06 TACIBHSEFGPLRMNO
13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 539903.31 UTQACIBHSEFGPLRMNO
14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 577730.54 TQACIBHSEFGPLRMNO
15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 589557.72 SROMPGQNFETB
16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 171230.16 VMLHGQNFEIDCA
17 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 235889.39 OMLHPGQNFEICA
18 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 304671.39 VQACUDIEFGHPLMNO
19 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 369330.62 QACUDIEFGHPLMNO
20 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 452942.80 QACDISEFGHPLRMNO
21 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 524853.75 TQACIBHSEFGPLMNO
22 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 521180.28 SOMLGNFEHBICA
23 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 525062.91 SRNETB
24 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 451689.00 UTACIEFQGHPLRMNO
25 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 516348.23 UTQACIBHSEFGPLRMNO
26 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 585130.23 TACISEFQGHPLMNO
27 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 589012.86 SRMTHQNFICA
28 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 512103.09 TQACIBHSEFGPLRMNO
29 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 542513.34 SRNMETB
30 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 580340.57 SRPOQNMB
31 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 618037.36 SRB
32 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 57569.48 QACDIEFGHPLMNO
33 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 205383.48 QACDIEFGHPLMNO
34 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 276379.30 TQACUDIEFGHPLMNO
35 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 277350.51 ONMLHPGEIDCA
36 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 453019.65 TQACDIEFGHPLMNO
37 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 483429.90 OMLHPGQNFEICA
38 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 521257.14 ACISEFQGHPLMNO
39 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 569226.29 PONME
40 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 451804.40 ACIEFQGHPLRMNO
41 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 463631.57 ACISEFQGHPLRMNO
42 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 488145.05 SMLHGNFEICA
43 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 535598.60 RLHGFICA
44 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 509862.60 ACISEFQGHPLRMNO
45 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 542628.73 SRQPOME
46 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 580455.97 RM
47 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 592900.65 TSR
48 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 172221.37 QACDIEFGHPLMNO
49 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 236880.60 QACDIEFGHPLMNO
50 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 305662.60 QACDIEFGHPLMNO
51 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 308847.63 MLHGFICA
52 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 453934.01 TQACDIEFGHPLMNO
53 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 689530.70 RONME
54 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 600582.94 PONME
55 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 601554.14 S
56 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 566456.29 UACIEFQGHPLRMNO
57 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 464507.39 TACIEFQGHPLRMNO
58 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 489020.87 OMLHPGQNFICA
59 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 540031.41 T
60 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 513094.30 SQNME
61 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 543504.55 TRO
62 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 619028.57 B
63 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 280545.85 VTRQACUDIBHSEFGPLNO
64 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 383230.80 TQACUDIBHSEFNGPLRM
65 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 449242.82 TRACUDIBHSEFNQGPL
66 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 455197.83 TQACUDIBHSEFGPLRMNO
67 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 507443.68 TQACDIBHSEFGPLRMNO
68 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 537853.93 QACIBHSEFGPLRMNO
69 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 676140.66 SRPONME
70 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 609820.96 SRONB
71 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 540304.19 TQACIBHSEFGPLRMNO
72 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 642989.13 ACISEFQGHPLRMNO
73 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 576644.84 ROMLGNFHBICA
74 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 679329.79 SROQNMB
75 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 600718.27 SRPOQNMETB
76 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 631128.52 TSRPOQNE
77 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 600627.29 SRPOQNTB
78 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 703312.24 SRB
79 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 318959.88 VTQACUDIEFGHPLMNO
80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 383619.11 TACUDISEFQGHLMNO
81 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 452401.11 TSACDIFQGHPLMNO
82 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 455586.14 SOMLTHGUNFICA
83 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 600672.52 POQNME
84 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 672583.47 SRPOQNEB
85 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 668910.01 QPO
86 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 617977.82 R
87 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 542914.22 TACIGHPLMQNOES
88 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 611245.90 SRPOQN
89 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 635759.38 SPOQN
90 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 618941.50 SR
91 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 601010.96 TSPOE
92 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 841388.41 SRPE
93 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 707369.79 R
